,Make,Model,Variant,Ex-Showroom_Price,Displacement,Kerb_Weight,Cylinders,Emission_Norm,Fuel_Tank_Capacity,Fuel_Type,Body_Type,Doors,ARAI_Certified_Mileage,Gears,Ground_Clearance,Power,Torque,Type,Odometer,Speedometer,Tachometer,Seating_Capacity,Start_/_Stop_Button,Audiosystem,Aux-in_Compatibility,Basic_Warranty,Bluetooth,12v_Power_Outlet,Boot-lid_Opener,Boot_Space,Child_Safety_Locks,Extended_Warranty,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Hill_Assist,Airbags,Number_of_Airbags,Parking_Assistance,Infotainment_Screen,Navigation_System,Third_Row_AC_Vents,Second_Row_AC_Vents,Engine_Type,Rain_Sensing_Wipers
1042,Lexus,Nx 300H,Luxury,5990000.0,2494.0,1785.0,6.0,BS IV,56.0,Petrol,SUV,4.0,18.3,5,213.0,194PS@5700rpm,210Nm@4200-4400rpm,Automatic,Digital,Analog,Analog,5.0,Not Applicable,CD/MP3/DVD Player with USB & Aux-in,Yes,3 years /100000 Kms ,Yes,Yes,"With Remote, Manual",475.0,Yes,4th year /with ,"Internal, With Remote",Digital,Automatic,Yes,"Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag",8.0,Front & rear sensors with 360 degree view,Touch Sensitive,Yes,Not Applicable,Not Applicable,Not known,Yes
1043,Jaguar,F-Pace,Prestige,6463780.0,1999.0,1830.0,4.0,BS IV,60.0,Diesel,SUV,5.0,16.38,8,213.0,180ps@5500rpm,430Nm@1750-2000rpm,Automatic,Analog,Digital,Analog,5.0,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,3 years /100000 Kms ,Yes,Yes,With Remote,650.0,Yes,4th year /with ,Internal,Digital,Automatic,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger curtain airbag, Rear passenger curtain airbags",6.0,Front and rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Yes,Not known,Yes
1044,Jaguar,F-Pace,Prestige Petrol,6422809.0,1997.0,1830.0,4.0,BS IV,60.0,Petrol,SUV,5.0,21.27,8,213.0,247bhp@5500rpm,369Nm@1300-4000rpm,Automatic,Analog,Digital,Analog,5.0,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,3 years /100000 Kms ,Yes,Yes,With Remote,650.0,Yes,4th year /with ,Internal,Digital,Automatic,Yes,"Curtain airbags, Driver frontal airbag, Front passenger curtain airbag, Front passenger frontal airbag, Rear passenger curtain airbags",6.0,Front and rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Yes,Not known,Yes
1045,Volvo,V90 Cross Country,D5 Inscription,6531000.0,1969.0,2962.0,4.0,BS IV,60.0,Diesel,SUV,5.0,17.2,8,210.0,235PS@4250RPM,480Nm@1740RPM,Automatic,Digital,Analog,Analog,5.0,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,3 years /100000 Kms ,Yes,Yes,Internal,530.0,Yes,4th year /with ,Internal,Digital,Manual,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",6.0,Front & rear sensors with 360 degree view,Touch Sensitive,Yes,Yes,Yes,Not known,Yes
1046,Audi,A5 Cabriolet,2.0 Tdi,6948200.0,1968.0,1875.0,4.0,BS IV,58.0,Diesel,Convertible,2.0,17.2,7,210.0,190ps @ 3800-4200rpm,400Nm @1750-3000rpm,Automatic,Digital,Digital,Analog,4.0,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,3 years /100000 Kms ,Yes,Yes,Internal,480.0,Yes,4th year /with ,Internal,"Digital, Analog",Automatic,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag, Driver head airbag, Front passenger head airbag",4.0,Yes,Touch Sensitive,Yes,Not Applicable,Yes,Not known,Yes
1047,Mercedes,Mercedes-Benz Gle,300D 4Matic,7370000.0,1950.0,1875.0,4.0,BS 6,93.0,Diesel,SUV,5.0,17.2,9,210.0,245PS@4200rpm,500Nm@1600rpm,Automatic,Digital,Analog,Analog,5.0,Yes,DVD Player with USB & Aux-in,Yes,3 years /100000 Kms ,Yes,3,"Internal, With Remote",825.0,Yes,4th year /with ,Internal,Analog,Automatic,Yes,"Front passenger head airbag, Drive side airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",7.0,Front & rear sensors with 360 degree view,Touch Sensitive,Yes,Not Applicable,Yes,9G-TRONIC,Yes
1048,Mercedes,Mercedes-Benz Gle,400D 4Matic Hip Hop Edition,12500000.0,2925.0,2150.0,6.0,BS 6,93.0,Diesel,SUV,5.0,17.2,9,210.0,330PS@3600-4200rpm,700Nm@1200-3200rpm,Automatic,Digital,Analog,Analog,5.0,Yes,DVD Player with USB & Aux-in,Yes,3 years /100000 Kms ,Yes,3,"Internal, With Remote",825.0,Yes,4th year /with ,Internal,Analog,Automatic,Yes,"Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Front passenger head airbag, Drive side airbag",7.0,Front & rear sensors with 360 degree view,Touch Sensitive,Yes,Not Applicable,Yes,9G-TRONIC,Yes
1049,Mercedes,Mercedes-Benz Cls,300D,8470000.0,1950.0,2150.0,4.0,BS 6,93.0,Diesel,Sedan,5.0,17.2,9,210.0,245Bhp@4200RPM,500Nm@1600-2400RPM,Automatic,Digital,Digital,Digital,5.0,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,3 years /100000 Kms ,Yes,2,"Internal, With Remote",825.0,Yes,4th year /with ,"Internal, With Remote",Digital,Automatic,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag, Curtain airbags",7.0,Rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Yes,Not known,Yes
1050,Bmw,X7,Xdrive 40I,10490000.0,2998.0,2150.0,6.0,BS 6,80.0,Petrol,SUV,5.0,13.38,8,121.0,335 bhp @ 5500 rpm,450 Nm @ 1500 rpm,Automatic,Digital,Digital,Digital,7.0,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,3 years /100000 Kms ,Yes,3,With Remote,326.0,Yes,4th year /with ,With Remote,Digital,Automatic,Yes,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag, Driver head airbag, Front passenger head airbag, Front passenger knee airbag, Rear passenger head airbags",9.0,Front & rear sensors with 360 degree view,Touch Sensitive,Yes,Yes,Yes,Not known,Yes
1051,Bmw,X7,Xdrive30D Dpe Signature,10250000.0,2993.0,2150.0,6.0,BS 6,80.0,Diesel,SUV,5.0,13.38,8,121.0,262 bhp @ 4000 rpm,620 Nm @ 1500 rpm,Automatic,Digital,Digital,Digital,7.0,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,3 years /100000 Kms ,Yes,3,With Remote,326.0,Yes,4th year /with ,With Remote,Digital,Automatic,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Driver head airbag, Front passenger head airbag, Drive side airbag, Front passenger knee airbag, Rear passenger head airbags",9.0,Front & rear sensors with 360 degree view,Touch Sensitive,Yes,Yes,Yes,Not known,Yes
1052,Bmw,M4,Coupe,13590000.0,2979.0,1612.0,6.0,BS IV,60.0,Petrol,Coupe,2.0,10.75,7,121.0,431PS@7300RPM,550Nm@1850-5500rpm,Automatic,Digital,Analog,Analog,4.0,Yes,DVD Player with USB & Aux-in,Yes,2 years without mileage limit,Yes,Yes,"Internal, With Remote",368.0,Not Applicable,4th year /with ,Manual,Analog,Automatic,Not Applicable,"Driver head airbag, Driver frontal airbag, Front passenger head airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Front passenger knee airbag, Driver knee airbag, Rear passenger head airbags",10.0,Front and rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Not Applicable,Not known,Yes
1053,Porsche,911,Carrera S,17420000.0,2981.0,1515.0,6.0,BS 6,64.0,Petrol,Coupe,2.0,8.9,8,110.0,450hp@6500rpm,530Nm@5000rpm,Automatic,Digital,Analog,Analog,4.0,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,4 years /80000 Kms ,Yes,Yes,"Internal, With Remote",132.0,Yes,12/24 months /up to 200000 Kms ,Internal,Analog,Automatic,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Rear passenger side airbags",4.0,Front and rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Not Applicable,Not known,Yes
1054,Porsche,911,Carrera S Cabriolet,18844000.0,2981.0,1585.0,6.0,BS 6,64.0,Petrol,Convertible,2.0,9.1,8,110.0,450hp@6500rpm,530Nm@5000rpm,Automatic,Digital,Analog,Analog,4.0,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,4 years /80000 Kms ,Yes,Yes,"Internal, With Remote",132.0,Yes,12/24 months /up to 200000 Kms ,Internal,Analog,Automatic,Yes,"Driver frontal airbag, Front passenger frontal airbag, Rear passenger side airbags, Driver head airbag",4.0,Front and rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Not Applicable,Not known,Yes
1055,Nissan,Gtr,3.8 V6,21240272.0,3799.0,1752.0,6.0,BS IV,74.0,Petrol,Coupe,2.0,9.0,6,110.0,570PS@6800rpm,637Nm@3200rpm,Automatic,Analog,Analog,Analog,4.0,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,4 years /80000 Kms ,Yes,Yes,"With Remote, Manual",249.0,Yes,12/24 months /up to 200000 Kms ,"Internal, With Remote",Analog,Automatic,Yes,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",6.0,Front and rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Yes,Not known,Yes
1056,Aston Martin,Vantage,Coupe,29500000.0,3982.0,1530.0,8.0,BS IV,73.0,Petrol,Coupe,2.0,8.0,8,122.0,505bhp@6000rpm,685Nm@2000-5000rpm,Automatic,"Digital, Analog","Digital, Analog",Not on offer,2.0,Yes,CD Player with USB & Aux-in,Not Applicable,4 years /80000 Kms ,Yes,Not Applicable,Internal,249.0,Not Applicable,12/24 months /up to 200000 Kms ,Internal,Analog,Automatic,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",6.0,"Rear sensors, Rear sensors with camera",Yes,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
1057,Aston Martin,Rapide,Luxe,38845823.0,5935.0,1990.0,12.0,BS IV,90.5,Petrol,Sedan,4.0,12.9,8,108.0,560PS@6650rpm,630Nm@5500rpm,Automatic,Digital,Analog,Analog,4.0,Yes,DVD Player with USB & Aux-in,Yes,2 years without mileage limit,Yes,Yes,"Internal, With Remote",300.0,Yes,12/24 months and can be renewed or extended for a further period,"Internal, With Remote",Analog,Automatic,Yes,"Front passenger frontal airbag, Front passenger side airbag, Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag",8.0,Front and rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Yes,Not known,Yes
1058,Ferrari,812 Superfast,Superfast,52000000.0,6496.0,1630.0,12.0,BS IV,92.0,Petrol,Coupe,2.0,14.9,7,160.0,789 bhp @ 8500 rpm,718 Nm @ 7000 rpm,Automatic,Digital,Digital,Analog,2.0,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,2 years without mileage limit,Yes,Yes,Internal,300.0,Not Applicable,12/24 months /up to 90000 Kms ,Internal,Digital,Automatic,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",4.0,Front and rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Not Applicable,Not known,Yes
1059,Maruti Suzuki,Alto 800 Tour,H1,354235.0,796.0,720.0,3.0,BS IV,35.0,Petrol,Hatchback,5.0,23.7,5,160.0,48PS@6000rpm,69Nm@3500rpm,Manual,Digital,Analog,Not on offer,5.0,Not Applicable,Not on offer,Not Applicable,2 years /40000 Kms ,Not Applicable,Not Applicable,Internal,177.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Digital,Manual,Not Applicable,Not Applicable,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
1060,Maruti Suzuki,Alto 800 Tour,H1 (O),356559.0,796.0,720.0,3.0,BS IV,35.0,Petrol,Hatchback,5.0,24.7,5,160.0,48PS@6000rpm,69Nm@3500rpm,Manual,Digital,Analog,Not on offer,5.0,Not Applicable,Not on offer,Not Applicable,2 years /40000 Kms ,Not Applicable,Not Applicable,Internal,177.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Digital,Manual,Not Applicable,Driver frontal airbag,1.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
1061,Hyundai,Grand I10 Nios,Magna 1.2 Crdi,675090.0,1186.0,720.0,3.0,BS 6,37.0,Diesel,Hatchback,5.0,20.7,5,165.0,75PS@4000rpm,190NM@1750-2250RPM,Manual,Digital,"Digital, Analog",Analog,5.0,Not Applicable,USB & Aux-in,Yes,3 years /100000 Kms ,Yes,1,Manual,256.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Digital,Manual,Not Applicable,"Front passenger frontal airbag, Driver frontal airbag",2.0,Rear sensors,Not Applicable,Not Applicable,Not Applicable,Yes,Not known,Not Applicable
1062,Hyundai,Grand I10 Nios,Era 1.2 Vtvt,504990.0,1197.0,935.0,4.0,BS 6,37.0,Petrol,Hatchback,5.0,20.7,5,165.0,83PS@6000rpm,114Nm@4000rpm,Manual,Digital,Analog,Analog,5.0,Not Applicable,Not on offer,Not Applicable,3 years /100000 Kms ,Not Applicable,Not Applicable,Manual,256.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
1063,Hyundai,Grand I10 Nios,Magna 1.2 Vtvt,589610.0,1197.0,935.0,4.0,BS 6,37.0,Petrol,Hatchback,5.0,20.7,5,165.0,83PS@6000rpm,114Nm@4000rpm,Manual,Digital,Analog,Analog,5.0,Not Applicable,USB & Aux-in,Yes,3 years /100000 Kms ,Yes,1,Manual,256.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Not Applicable,Not Applicable,Not Applicable,Yes,Not known,Not Applicable
1064,Hyundai,Grand I10 Nios,Magna Amt 1.2 Vtvt,642610.0,1197.0,935.0,4.0,BS 6,37.0,Petrol,Hatchback,5.0,20.7,5,165.0,83PS@6000rpm,114Nm@4000rpm,Automatic,Digital,Analog,Analog,5.0,Not Applicable,USB & Aux-in,Yes,3 years /100000 Kms ,Yes,1,Manual,256.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Not Applicable,Not Applicable,Not Applicable,Yes,Not known,Not Applicable
1065,Hyundai,Grand I10 Nios,Sportz 1.2 Vtvt,643350.0,1197.0,935.0,4.0,BS 6,37.0,Petrol,Hatchback,5.0,20.7,5,165.0,83PS@6000rpm,114Nm@4000rpm,Manual,Digital,Analog,Analog,5.0,Not Applicable,CD Player with USB & Aux-in,Yes,3 years /100000 Kms ,Yes,2,Manual,256.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Touch Sensitive,Not Applicable,Not Applicable,Yes,Not known,Not Applicable
1066,Hyundai,Grand I10 Nios,Sportz Amt 1.2 Vtvt,703350.0,1197.0,935.0,4.0,BS 6,37.0,Petrol,Hatchback,5.0,20.7,5,165.0,83PS@6000rpm,114Nm@4000rpm,Automatic,Digital,Analog,Analog,5.0,Not Applicable,CD Player with USB & Aux-in,Yes,3 years /100000 Kms ,Yes,2,Manual,256.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Touch Sensitive,Not Applicable,Not Applicable,Yes,Not known,Not Applicable
1067,Hyundai,Grand I10 Nios,Sportz Dual Tone 1.2 Vtvt,673350.0,1197.0,935.0,4.0,BS 6,37.0,Petrol,Hatchback,5.0,20.7,5,165.0,83PS@6000rpm,114Nm@4000rpm,Manual,Digital,Analog,Analog,5.0,Not Applicable,CD Player with USB & Aux-in,Yes,3 years /100000 Kms ,Yes,2,Manual,256.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Touch Sensitive,Not Applicable,Not Applicable,Yes,Not known,Not Applicable
1068,Hyundai,Grand I10 Nios,Asta 1.2 Vtvt,718950.0,1197.0,935.0,4.0,BS 6,37.0,Petrol,Hatchback,5.0,20.7,5,165.0,83PS@6000rpm,114Nm@4000rpm,Manual,Digital,Analog,Analog,5.0,Yes,CD Player with USB & Aux-in,Yes,3 years /100000 Kms ,Yes,2,Manual,256.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Yes,Not known,Not Applicable
1069,Hyundai,Grand I10 Nios,Sportz Amt 1.2 Crdi,790350.0,1186.0,935.0,3.0,BS 6,37.0,Diesel,Hatchback,5.0,20.7,5,165.0,75PS@4000rpm,190NM@1750-2250RPM,Automatic,Digital,"Digital, Analog",Analog,5.0,Not Applicable,CD Player with USB & Aux-in,Yes,3 years /100000 Kms ,Yes,2,Manual,256.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Touch Sensitive,Not Applicable,Not Applicable,Yes,Not known,Not Applicable
1070,Hyundai,Grand I10 Nios,Asta 1.2 Crdi,804450.0,1186.0,935.0,3.0,BS 6,37.0,Diesel,Hatchback,5.0,20.7,5,165.0,75PS@4000rpm,190NM@1750-2250RPM,Manual,Digital,"Digital, Analog",Analog,5.0,Yes,CD Player with USB & Aux-in,Yes,3 years /100000 Kms ,Yes,2,Manual,256.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Yes,Not known,Not Applicable
1071,Hyundai,Xcent,S 1.2,643769.0,1197.0,935.0,4.0,BS IV,43.0,Petrol,Sedan,4.0,20.14,5,165.0,83PS@6000rpm,114Nm@6000rpm,Manual,Digital,Analog,Analog,5.0,Not Applicable,USB & Aux-in,Yes,2 years without mileage limit,Yes,Yes,"Internal, With Remote",407.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Analog,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Not Applicable,Not Applicable,Not Applicable,Yes,Not known,Not Applicable
1072,Hyundai,Xcent,S At 1.2,733734.0,1197.0,935.0,4.0,BS IV,43.0,Petrol,Sedan,4.0,17.36,4,165.0,82PS@6000rpm,114Nm@6000rpm,Automatic,"Digital, Analog","Digital, Analog",Analog,5.0,Not Applicable,USB & Aux-in,Yes,2 years without mileage limit,Yes,Not Applicable,Internal,407.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Analog,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Not Applicable,Touch Sensitive,Not Applicable,Not Applicable,Yes,Not known,Not Applicable
1073,Hyundai,Xcent,Sx 1.2,705546.0,1197.0,1100.0,4.0,BS IV,43.0,Petrol,Sedan,4.0,20.14,5,165.0,82PS@6000rpm,114Nm@6000rpm,Manual,Digital,Analog,Analog,5.0,Not Applicable,USB & Aux-in,Yes,2 years without mileage limit,Yes,2,"Internal, With Remote",407.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Analog,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Yes,Not known,Not Applicable
1074,Hyundai,Xcent,Sx 1.2 (O),782346.0,1197.0,1100.0,4.0,BS IV,43.0,Petrol,Sedan,4.0,20.14,5,165.0,82PS@6000rpm,114Nm@6000rpm,Manual,Digital,Analog,Analog,5.0,Yes,USB & Aux-in,Yes,2 years without mileage limit,Yes,Yes,"Internal, With Remote",407.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Analog,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Yes,Not known,Not Applicable
1075,Hyundai,Xcent,S 1.2 Crdi,742033.0,1120.0,1100.0,3.0,BS IV,43.0,Diesel,Sedan,4.0,20.14,5,165.0,72PS@4000rpm,180Nm@1750rpm,Manual,Digital,Analog,Analog,5.0,Not Applicable,USB & Aux-in,Yes,2 years without mileage limit,Yes,Yes,"Internal, With Remote",407.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Analog,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Not Applicable,Not Applicable,Not Applicable,Yes,Not known,Not Applicable
1076,Hyundai,Xcent,E,581078.0,1197.0,1100.0,4.0,BS IV,43.0,Petrol,Sedan,4.0,20.14,5,165.0,83PS@6000rpm,114Nm@6000rpm,Manual,Digital,Analog,Analog,5.0,Not Applicable,Not on offer,Not Applicable,2 years without mileage limit,Not Applicable,Yes,Internal,407.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Analog,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
1077,Hyundai,Xcent,Sx 1.2 Crdi,798558.0,1120.0,1100.0,3.0,BS IV,43.0,Diesel,Sedan,4.0,25.4,5,165.0,75PS@4000rpm,190NM@1750-2250RPM,Manual,Digital,Analog,Analog,5.0,Not Applicable,USB & Aux-in,Yes,2 years without mileage limit,Yes,2,"Internal, With Remote",407.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Analog,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Yes,Not known,Not Applicable
1078,Hyundai,Xcent,Sx 1.2 Crdi (O),875358.0,1120.0,1100.0,3.0,BS IV,43.0,Diesel,Sedan,4.0,25.4,5,165.0,72PS@4000rpm,190NM@1750-2250RPM,Manual,Digital,Analog,Analog,5.0,Yes,CD Player with USB & Aux-in,Yes,2 years without mileage limit,Yes,2,"Internal, With Remote",407.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Analog,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors with camera,Not Applicable,Not Applicable,Not Applicable,Yes,Not known,Not Applicable
1079,Hyundai,Xcent,E Crdi,673261.0,1197.0,1100.0,4.0,BS IV,43.0,Diesel,Sedan,4.0,25.4,5,165.0,75PS@4000rpm,190NM@1750-2250RPM,Manual,Digital,Analog,Analog,5.0,Not Applicable,Not on offer,Not Applicable,2 years without mileage limit,Not Applicable,Yes,Internal,407.0,Yes,"3rd /4th Years / up to 1,00,000 Kms ",Internal,Analog,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
1080,Nissan,Micra,Xl (O) Cvt,662880.0,1198.0,930.0,3.0,BS IV,41.0,Petrol,Hatchback,5.0,19.34,5,154.0,77PS@6000rpm,104Nm@4000rpm,Automatic,Digital,Analog,Analog,5.0,Not Applicable,CD Player with USB & Aux-in,Not Applicable,2 years /50000 Kms ,Yes,Yes,Internal,251.0,Not Applicable,2 years /80000 Kms ,Internal,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
1081,Nissan,Micra,Xv Cvt,781686.0,1198.0,930.0,3.0,BS IV,41.0,Petrol,Hatchback,5.0,19.34,5,154.0,77PS@6000rpm,104Nm@4400rpm,Automatic,Digital,Analog,Analog,5.0,Yes,CD Player with USB & Aux-in,Yes,2 years /50000 Kms ,Yes,Yes,Internal,251.0,Not Applicable,2 years /80000 Kms ,Internal,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors with camera,Touch Sensitive,Not Applicable,Not Applicable,Not Applicable,Not known,Yes
1082,Nissan,Micra,Xld (O),743504.0,1461.0,930.0,4.0,BS IV,41.0,Diesel,Hatchback,5.0,23.08,5,150.0,64PS@4000rpm,160Nm@2000rpm,Manual,Digital,Analog,Analog,5.0,Not Applicable,CD Player with USB & Aux-in,Yes,2 years /50000 Kms ,Yes,Yes,Internal,251.0,Not Applicable,2 years /80000 Kms ,Internal,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
1083,Nissan,Micra,Xvd,812964.0,1461.0,1001.0,4.0,BS IV,41.0,Diesel,Hatchback,5.0,23.08,5,150.0,64PS@4000rpm,160Nm@2000rpm,Manual,Digital,Analog,Analog,5.0,Yes,CD Player with USB & Aux-in,Yes,2 years /50000 Kms ,Yes,Yes,Internal,251.0,Not Applicable,2 years /80000 Kms ,Internal,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger side airbag",2.0,Rear sensors,Touch Sensitive,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
1084,Mahindra,Bolero,Zlx,942263.0,2523.0,1615.0,4.0,BS IV,60.0,Diesel,SUV,5.0,15.96,5,180.0,63PS@3200rpm,195Nm@1400-2200rpm,Manual,Digital,Digital,Digital,7.0,Not Applicable,CD/MP3 Player,Not Applicable,2 years without mileage limit,Not Applicable,Yes,Manual,1702.0,Yes,2 Years Unlimited Kilometres,Internal,Digital,Manual,Not Applicable,Not Applicable,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
1085,Mahindra,Bolero,Slx,917055.0,2523.0,1615.0,4.0,BS IV,60.0,Diesel,SUV,5.0,15.96,5,180.0,63PS@3200rpm,195Nm@1400-2200rpm,Manual,Digital,Digital,Digital,7.0,Not Applicable,CD/MP3 Player,Not Applicable,2 years without mileage limit,Not Applicable,Yes,Manual,1702.0,Yes,2 Years Unlimited Kilometres,Internal,Digital,Manual,Not Applicable,Not Applicable,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
1086,Mahindra,Bolero,Sle,860720.0,2523.0,1615.0,4.0,BS IV,60.0,Diesel,SUV,5.0,15.96,5,180.0,63PS@3200rpm,195Nm@1400-2200rpm,Manual,Digital,Digital,Digital,7.0,Not Applicable,Not on offer,Not Applicable,2 years without mileage limit,Not Applicable,Not Applicable,Manual,1702.0,Yes,2 Years Unlimited Kilometres,Internal,Digital,Manual,Not Applicable,Not Applicable,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
