,Make,Model,Variant,Ex-Showroom_Price,Displacement,Kerb_Weight,Cylinders,Emission_Norm,Fuel_Tank_Capacity,Fuel_Type,Body_Type,Doors,ARAI_Certified_Mileage,Gears,Ground_Clearance,Power,Torque,Type,Odometer,Speedometer,Tachometer,Seating_Capacity,Start_/_Stop_Button,Audiosystem,Aux-in_Compatibility,Basic_Warranty,Bluetooth,12v_Power_Outlet,Boot-lid_Opener,Boot_Space,Child_Safety_Locks,Extended_Warranty,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Hill_Assist,Airbags,Number_of_Airbags,Parking_Assistance,Infotainment_Screen,Navigation_System,Third_Row_AC_Vents,Second_Row_AC_Vents,Engine_Type,Rain_Sensing_Wipers
0,Tata,Nano Genx,Xt,292667.0,624.0,660.0,2.0,BS IV,24.0,Petrol,Hatchback,5.0,23.6,4,180.0,38PS@5500rpm,51Nm@4000rpm,Manual,Digital,Analog,Not on offer,4.0,Yes,CD Player with USB & Aux-in,Yes,2 years /75000 Kms ,Yes,Yes,Internal,110.0,Yes,2 years /150000 Kms ,Internal,Digital,Manual,Not Applicable,Not Applicable,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
1,Tata,Nano Genx,Xe,236447.0,624.0,725.0,2.0,BS IV,24.0,Petrol,Hatchback,5.0,23.6,4,180.0,38PS@5500rpm,51Nm@4000rpm,Manual,Digital,Analog,Not on offer,4.0,Not Applicable,Not on offer,Not Applicable,2 years /75000 Kms ,Not Applicable,Yes,Internal,110.0,Yes,2 years /150000 Kms ,Internal,Digital,Manual,Not Applicable,Not Applicable,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
2,Tata,Nano Genx,Emax Xm,296661.0,624.0,710.0,2.0,BS IV,15.0,CNG,Hatchback,4.0,23.6,4,180.0,38PS@5500rpm,51Nm@4000rpm,Manual,Digital,Analog,Not on offer,4.0,Not Applicable,Not on offer,Not Applicable,2 years /75000 Kms ,Not Applicable,Yes,Internal,110.0,Yes,2 years /150000 Kms ,Internal,Digital,Manual,Yes,Not Applicable,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
3,Tata,Nano Genx,Xta,334768.0,624.0,725.0,2.0,BS IV,24.0,Petrol,Hatchback,5.0,21.9,5,180.0,38PS@5500rpm,51Nm@4000rpm,Automatic,Digital,Analog,Not on offer,4.0,Yes,CD Player with USB & Aux-in,Yes,2 years /75000 Kms ,Yes,Yes,Internal,94.0,Yes,2 years /150000 Kms ,Internal,Digital,Manual,Not Applicable,Not Applicable,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
4,Tata,Nano Genx,Xm,272223.0,624.0,725.0,2.0,BS IV,24.0,Petrol,Hatchback,5.0,23.6,4,180.0,38PS@5500rpm,51Nm@4000rpm,Manual,Digital,Analog,Not on offer,4.0,Not Applicable,Not on offer,Not Applicable,2 years /75000 Kms ,Not Applicable,Yes,Internal,110.0,Yes,2 years /150000 Kms ,Internal,Digital,Manual,Not Applicable,Not Applicable,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
5,Tata,Nano Genx,Xma,314815.0,624.0,710.0,2.0,BS IV,24.0,Petrol,Hatchback,5.0,21.9,5,180.0,38PS@5500rpm,51Nm@4000rpm,Automatic,Digital,Analog,Not on offer,4.0,Not Applicable,Not on offer,Not Applicable,2 years /75000 Kms ,Not Applicable,Yes,Internal,94.0,Yes,2 years /150000 Kms ,Internal,Digital,Manual,Not Applicable,Not Applicable,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
6,Datsun,Redi-Go,D,279650.0,799.0,710.0,3.0,BS IV,28.0,Petrol,Hatchback,5.0,25.17,5,185.0,54PS@5678rpm,72Nm@4386rpm,Manual,Digital,Analog,Digital,5.0,Not Applicable,Not on offer,Not Applicable,2 years without mileage limit,Not Applicable,Yes,Internal,222.0,Yes,2 Years Unlimited Kilometres,Internal,Digital,Manual,Not Applicable,Not Applicable,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
7,Datsun,Redi-Go,T,351832.0,799.0,710.0,3.0,BS IV,28.0,Petrol,Hatchback,5.0,25.17,5,185.0,54PS@5678rpm,72Nm@4386rpm,Manual,Digital,Analog,Digital,5.0,Not Applicable,CD Player with USB & Aux-in,Yes,2 years without mileage limit,Not Applicable,Yes,Internal,222.0,Yes,2 Years Unlimited Kilometres,Internal,Digital,Manual,Not Applicable,Not Applicable,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
8,Datsun,Redi-Go,A,333419.0,799.0,710.0,3.0,BS IV,28.0,Petrol,Hatchback,5.0,25.17,5,185.0,54PS@5678rpm,72Nm@4386rpm,Manual,Digital,Analog,Digital,5.0,Not Applicable,Not on offer,Not Applicable,2 years without mileage limit,Not Applicable,Yes,Internal,222.0,Yes,2 Years Unlimited Kilometres,Internal,Digital,Manual,Not Applicable,Not Applicable,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
9,Datsun,Redi-Go,S,362000.0,799.0,710.0,3.0,BS IV,28.0,Petrol,Hatchback,5.0,25.17,5,185.0,54PS@5678rpm,72Nm@4386rpm,Manual,Digital,Analog,Digital,5.0,Not Applicable,CD Player with USB & Aux-in,Yes,2 years without mileage limit,Not Applicable,Yes,"Internal, With Remote",222.0,Yes,2 Years Unlimited Kilometres,Internal,Digital,Manual,Not Applicable,Not Applicable,0.0,Rear sensors,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
10,Datsun,Redi-Go,1.0 S,390000.0,999.0,710.0,3.0,BS IV,28.0,Petrol,Hatchback,5.0,22.5,5,185.0,68PS@5500rpm,91Nm@4250RPM,Manual,Digital,Analog,Digital,5.0,Not Applicable,CD Player with USB & Aux-in,Yes,2 years without mileage limit,Not Applicable,Yes,"Internal, With Remote",222.0,Yes,2 Years Unlimited Kilometres,Internal,Digital,Manual,Not Applicable,Not Applicable,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
11,Datsun,Redi-Go,1.0 S Amt,437065.0,999.0,710.0,3.0,BS IV,28.0,Petrol,Hatchback,5.0,23.0,5,185.0,68PS@5500rpm,91Nm@4250RPM,Automatic,Digital,Analog,Digital,5.0,Not Applicable,CD Player with USB & Aux-in,Yes,2 years without mileage limit,Not Applicable,Yes,"Internal, With Remote",222.0,Yes,2 Years Unlimited Kilometres,Internal,Digital,Manual,Not Applicable,Not Applicable,0.0,Rear sensors,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
12,Renault,Kwid,Rxe 0.8,353290.0,799.0,669.0,3.0,BS 6,28.0,Petrol,Hatchback,5.0,25.17,6,184.0,54PS@5678rpm,72Nm@4386rpm,Manual,Digital,Digital,Not on offer,5.0,Not Applicable,Not on offer,Not Applicable,2 years /50000 Kms ,Not Applicable,Not Applicable,Internal,300.0,Yes,2 Years Unlimited Kilometres,Internal,Digital,Manual,Not Applicable,Driver frontal airbag,1.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
13,Renault,Kwid,Std 0.8,283290.0,799.0,669.0,3.0,BS 6,28.0,Petrol,Hatchback,5.0,25.17,5,184.0,54PS@5678rpm,72Nm@4386rpm,Manual,Digital,Digital,Not on offer,5.0,Not Applicable,Not on offer,Not Applicable,2 years /50000 Kms ,Not Applicable,Not Applicable,Internal,300.0,Not Applicable,2 Years Unlimited Kilometres,Internal,Digital,Manual,Not Applicable,Driver frontal airbag,1.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
14,Renault,Kwid,Rxl 0.8,383290.0,799.0,669.0,3.0,BS 6,28.0,Petrol,Hatchback,5.0,25.17,5,184.0,54PS@5678rpm,72Nm@4386rpm,Manual,Digital,Digital,Not on offer,5.0,Not Applicable,CD Player with USB & Aux-in,Yes,2 years /50000 Kms ,Yes,Yes,Internal,300.0,Yes,2 Years Unlimited Kilometres,Internal,Digital,Manual,Not Applicable,Driver frontal airbag,1.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
15,Renault,Kwid,Rxt 0.8,413290.0,799.0,669.0,3.0,BS 6,28.0,Petrol,Hatchback,5.0,25.17,5,184.0,54PS@5678rpm,72Nm@4386rpm,Manual,Digital,Digital,Not on offer,5.0,Not Applicable,CD Player with USB & Aux-in,Yes,2 years /50000 Kms ,Yes,Yes,Internal,300.0,Yes,2 Years Unlimited Kilometres,Internal,Digital,Manual,Not Applicable,Driver frontal airbag,1.0,Not Applicable,Touch Sensitive,Yes,Not Applicable,Not Applicable,Not known,Not Applicable
16,Renault,Kwid,Rxt 1.0,433290.0,999.0,669.0,3.0,BS 6,28.0,Petrol,Hatchback,5.0,23.01,5,184.0,68PS@5500rpm,91Nm@4250RPM,Manual,Digital,Digital,Not on offer,5.0,Not Applicable,CD Player with USB & Aux-in,Yes,2 years /50000 Kms ,Yes,Yes,Internal,300.0,Yes,2 Years Unlimited Kilometres,Internal,Digital,Manual,Not Applicable,Driver frontal airbag,1.0,Rear sensors with camera,Touch Sensitive,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
17,Renault,Kwid,Climber 1.0 Mt,454490.0,999.0,669.0,3.0,BS 6,28.0,Petrol,Hatchback,5.0,23.01,5,184.0,68PS@5500rpm,91Nm@4250RPM,Manual,Digital,Digital,Not on offer,5.0,Not Applicable,CD Player with USB & Aux-in,Yes,2 years /50000 Kms ,Yes,Yes,Internal,300.0,Yes,2 Years Unlimited Kilometres,Internal,Digital,Manual,Not Applicable,Driver frontal airbag,1.0,Rear sensors with camera,Touch Sensitive,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
18,Renault,Kwid,Rxt Amt 1.0,463290.0,999.0,669.0,3.0,BS 6,28.0,Petrol,Hatchback,5.0,24.04,5,184.0,68PS@5500rpm,91Nm@4250RPM,Automatic,Digital,Digital,Digital,5.0,Not Applicable,CD/MP3/DVD Player with USB & Aux-in,Yes,2 years /50000 Kms ,Yes,Yes,Internal,300.0,Yes,2 Years Unlimited Kilometres,Internal,Digital,Manual,Not Applicable,Driver frontal airbag,1.0,Rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Not Applicable,Not known,Yes
19,Renault,Kwid,Climber Amt 1.0,484490.0,999.0,669.0,3.0,BS 6,28.0,Petrol,Hatchback,5.0,24.04,5,184.0,68PS@5500rpm,91Nm@4250RPM,Automatic,Digital,Digital,Digital,5.0,Not Applicable,CD/MP3/DVD Player with USB & Aux-in,Yes,2 years /50000 Kms ,Yes,Yes,Internal,300.0,Yes,2 Years Unlimited Kilometres,Internal,Digital,Manual,Not Applicable,Driver frontal airbag,1.0,Rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Not Applicable,Not known,Not Applicable
20,Renault,Kwid,Rxt (O) 1.0,440990.0,999.0,669.0,3.0,BS 6,28.0,Petrol,Hatchback,5.0,23.01,5,184.0,68PS@5500rpm,91Nm@4250RPM,Manual,Digital,Digital,Not on offer,5.0,Not Applicable,CD Player with USB & Aux-in,Yes,2 years /50000 Kms ,Yes,Yes,Internal,300.0,Yes,2 Years Unlimited Kilometres,Internal,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors with camera,Touch Sensitive,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
21,Renault,Kwid,Rxt (O) Amt 1.0,470990.0,999.0,669.0,3.0,BS 6,28.0,Petrol,Hatchback,5.0,23.01,5,184.0,68PS@5500rpm,91Nm@4250RPM,Automatic,Digital,Digital,Not on offer,5.0,Not Applicable,CD Player with USB & Aux-in,Yes,2 years /50000 Kms ,Yes,Yes,Internal,300.0,Yes,2 Years Unlimited Kilometres,Internal,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors with camera,Touch Sensitive,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
22,Renault,Kwid,Climber (O) Mt 1.0,462190.0,999.0,669.0,3.0,BS 6,28.0,Petrol,Hatchback,5.0,23.01,5,184.0,68PS@5500rpm,91Nm@4250RPM,Manual,Digital,Digital,Not on offer,5.0,Not Applicable,CD Player with USB & Aux-in,Yes,2 years /50000 Kms ,Yes,Yes,Internal,300.0,Yes,2 Years Unlimited Kilometres,Internal,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors with camera,Touch Sensitive,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
23,Renault,Kwid,Climber (O) Amt 1.0,492190.0,999.0,669.0,3.0,BS 6,28.0,Petrol,Hatchback,5.0,24.04,5,184.0,68PS@5500rpm,91Nm@4250RPM,Automatic,Digital,Digital,Digital,5.0,Not Applicable,CD/MP3/DVD Player with USB & Aux-in,Yes,2 years /50000 Kms ,Yes,Yes,Internal,300.0,Yes,2 Years Unlimited Kilometres,Internal,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors with camera,Touch Sensitive,Yes,Not Applicable,Not Applicable,Not known,Not Applicable
24,Maruti Suzuki,Eeco,5 Str,352136.0,1196.0,920.0,4.0,BS 6,40.0,Petrol,MPV,5.0,15.0,5,160.0,73PS@6000rpm,101Nm@3000rpm,Manual,Digital,Analog,Not on offer,5.0,Not Applicable,Not on offer,Not Applicable,2 years /40000 Kms ,Not Applicable,Not Applicable,Internal,400.0,Yes,"3rd/4th year/up to 80,000 Kms ",Manual,Digital,Manual,Not Applicable,Driver frontal airbag,1.0,Rear sensors,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
25,Maruti Suzuki,Eeco,7 Str,380573.0,1196.0,940.0,4.0,BS 6,40.0,Petrol,MPV,5.0,15.0,5,160.0,74PS@6000RPM,101Nm@3000rpm,Manual,Digital,Analog,Not on offer,7.0,Not Applicable,Not on offer,Not Applicable,2 years /40000 Kms ,Not Applicable,Not Applicable,Internal,250.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Digital,Manual,Not Applicable,Driver frontal airbag,1.0,Rear sensors,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
26,Maruti Suzuki,Eeco,5 Str With Ac+Htr,392967.0,1196.0,928.0,4.0,BS 6,40.0,Petrol,MPV,5.0,15.0,5,160.0,73PS@6000rpm,101Nm@3000rpm,Manual,Digital,Analog,Not on offer,5.0,Not Applicable,Not on offer,Not Applicable,2 years /40000 Kms ,Not Applicable,Not Applicable,Internal,400.0,Yes,"3rd/4th year/up to 80,000 Kms ",Manual,Digital,Manual,Not Applicable,Not Applicable,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
27,Maruti Suzuki,Eeco,5 Str With Ac+Htr Cng,466057.0,1196.0,1050.0,4.0,BS 6,40.0,CNG,MPV,5.0,15.0,5,160.0,62PS@6000rpm,85Nm@3000rpm,Manual,Digital,Analog,Not on offer,5.0,Not Applicable,Not on offer,Not Applicable,2 years /40000 Kms ,Not Applicable,Not Applicable,Internal,400.0,Yes,"3rd/4th year/up to 80,000 Kms ",Manual,Digital,Manual,Not Applicable,Driver frontal airbag,1.0,Rear sensors,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
28,Maruti Suzuki,Eeco,5 Str With Htr Cng,425255.0,1196.0,1030.0,4.0,BS 6,40.0,CNG,MPV,5.0,15.0,5,160.0,62PS@6000rpm,85Nm@3000rpm,Manual,Digital,Analog,Not on offer,5.0,Not Applicable,Not on offer,Not Applicable,2 years /40000 Kms ,Not Applicable,Not Applicable,Internal,400.0,Yes,"3rd/4th year/up to 80,000 Kms ",Manual,Digital,Manual,Not Applicable,Driver frontal airbag,1.0,Rear sensors,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
29,Maruti Suzuki,Alto K10,Lxi,377588.0,998.0,745.0,3.0,BS IV,35.0,Petrol,Hatchback,5.0,24.07,5,160.0,68PS@6000rpm,90Nm@3500rpm,Manual,Digital,Analog,Not on offer,5.0,Not Applicable,Not on offer,Not Applicable,2 years /40000 Kms ,Not Applicable,Not Applicable,Internal,177.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Digital,Manual,Not Applicable,Driver frontal airbag,1.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
30,Maruti Suzuki,Alto K10,Vxi,394036.0,998.0,750.0,3.0,BS IV,35.0,Petrol,Hatchback,5.0,24.07,5,160.0,68PS@6200rpm,90Nm@3500rpm,Manual,Digital,Analog,Analog,5.0,Not Applicable,CD/MP3 Player,Not Applicable,2 years /40000 Kms ,Not Applicable,Yes,Internal,177.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Digital,Manual,Not Applicable,Driver frontal airbag,1.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
31,Maruti Suzuki,Alto K10,Lx,360843.0,998.0,740.0,3.0,BS IV,35.0,Petrol,Hatchback,5.0,24.07,5,160.0,68PS@6000rpm,90Nm@3500rpm,Manual,Digital,Analog,Not on offer,5.0,Not Applicable,Not on offer,Not Applicable,2 years /40000 Kms ,Not Applicable,Not Applicable,Internal,177.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Digital,Manual,Not Applicable,Driver frontal airbag,1.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
32,Maruti Suzuki,Alto K10,Vxi (O),407238.0,998.0,755.0,3.0,BS IV,35.0,Petrol,Hatchback,5.0,24.07,5,160.0,68PS@6000rpm,90Nm@3500rpm,Manual,Digital,Analog,Analog,5.0,Not Applicable,Not on offer,Not Applicable,2 years /40000 Kms ,Not Applicable,Yes,Internal,177.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Digital,Manual,Not Applicable,Driver frontal airbag,1.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
33,Maruti Suzuki,Alto K10,Lxi Cng (O),439777.0,998.0,740.0,3.0,BS IV,35.0,CNG,Hatchback,5.0,24.07,5,160.0,59PS@6000rpm,78Nm@3500rpm,Manual,Digital,Analog,Not on offer,5.0,Not Applicable,Not on offer,Not Applicable,2 years /40000 Kms ,Not Applicable,Not Applicable,Internal,177.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Digital,Manual,Not Applicable,Driver frontal airbag,1.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
34,Maruti Suzuki,Alto K10,Vxi Amt (O),438559.0,998.0,755.0,3.0,BS IV,35.0,Petrol,Hatchback,5.0,24.07,5,160.0,68PS@6000rpm,90Nm@3500rpm,Automatic,Digital,Analog,Analog,5.0,Not Applicable,CD Player with USB & Aux-in,Not Applicable,2 years /40000 Kms ,Not Applicable,Yes,Internal,177.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Digital,Manual,Not Applicable,Driver frontal airbag,1.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
35,Datsun,Go,D,374990.0,1198.0,864.0,3.0,BS IV,35.0,Petrol,Hatchback,5.0,20.1,5,180.0,68PS@5000rpm,104Nm@4000rpm,Manual,Digital,Analog,Digital,5.0,Not Applicable,Not on offer,Not Applicable,2 years without mileage limit,Not Applicable,Yes,"Internal, With Remote",265.0,Yes,2 Years Unlimited Kilometres,"Internal, With Remote",Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
36,Datsun,Go,T,468229.0,1198.0,864.0,3.0,BS IV,35.0,Petrol,Hatchback,5.0,20.1,5,180.0,68PS@5000rpm,104Nm@4000rpm,Manual,Digital,Analog,"Analog, Digital",5.0,Not Applicable,USB & Aux-in,Yes,2 years without mileage limit,Not Applicable,Yes,Internal,265.0,Yes,2 Years Unlimited Kilometres,Internal,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Not Applicable,Yes,Not Applicable,Not Applicable,Not known,Not Applicable
37,Datsun,Go,T (O),502492.0,1198.0,864.0,3.0,BS IV,35.0,Petrol,Hatchback,5.0,20.1,5,180.0,68PS@5000rpm,104Nm@4000rpm,Manual,Digital,Analog,"Analog, Digital",5.0,Not Applicable,USB & Aux-in,Yes,2 years without mileage limit,Not Applicable,Yes,"Internal, With Remote",265.0,Yes,2 Years Unlimited Kilometres,"Internal, With Remote",Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Not Applicable,Yes,Not Applicable,Not Applicable,Not known,Not Applicable
38,Datsun,Go,A (O),499990.0,1198.0,864.0,3.0,BS IV,35.0,Petrol,Hatchback,5.0,20.1,5,180.0,68PS@5000rpm,104Nm@4000rpm,Manual,Digital,Analog,Digital,5.0,Not Applicable,Not on offer,Not Applicable,2 years without mileage limit,Not Applicable,Yes,Internal,265.0,Yes,2 Years Unlimited Kilometres,Internal,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
39,Datsun,Go,A,469990.0,1198.0,864.0,3.0,BS IV,35.0,Petrol,Hatchback,5.0,20.1,5,180.0,68PS@5000rpm,104Nm@4000rpm,Manual,Digital,Analog,Digital,5.0,Not Applicable,Not on offer,Not Applicable,2 years without mileage limit,Not Applicable,Yes,Internal,265.0,Yes,2 Years Unlimited Kilometres,Internal,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
40,Datsun,Go,T Vdc,528464.0,1198.0,864.0,3.0,BS IV,35.0,Petrol,Hatchback,5.0,20.1,5,180.0,68PS@5000rpm,104Nm@4000rpm,Manual,Digital,Analog,"Analog, Digital",5.0,Not Applicable,USB & Aux-in,Yes,2 years without mileage limit,Not Applicable,Yes,Internal,265.0,Yes,2 Years Unlimited Kilometres,Internal,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Not Applicable,Yes,Not Applicable,Not Applicable,Not known,Not Applicable
41,Datsun,Go,T (O) Vdc,553015.0,1198.0,864.0,3.0,BS IV,35.0,Petrol,Hatchback,5.0,20.1,5,180.0,68PS@5000rpm,104Nm@4000rpm,Manual,Digital,Analog,"Analog, Digital",5.0,Not Applicable,USB & Aux-in,Yes,2 years without mileage limit,Not Applicable,Yes,"Internal, With Remote",265.0,Yes,2 Years Unlimited Kilometres,"Internal, With Remote",Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Not Applicable,Yes,Not Applicable,Not Applicable,Not known,Not Applicable
42,Datsun,Go,T Cvt,594464.0,1198.0,864.0,3.0,BS IV,35.0,Petrol,Hatchback,5.0,20.1,5,180.0,78PS@5000rpm,104Nm@4000rpm,Manual,Digital,Analog,"Analog, Digital",5.0,Not Applicable,USB & Aux-in,Yes,2 years without mileage limit,Not Applicable,Yes,Internal,265.0,Yes,2 Years Unlimited Kilometres,Internal,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Not Applicable,Yes,Not Applicable,Not Applicable,Not known,Not Applicable
43,Datsun,Go,T (O) Cvt,618015.0,1198.0,864.0,3.0,BS IV,35.0,Petrol,Hatchback,5.0,20.1,5,180.0,78PS@5000rpm,104Nm@4000rpm,Manual,Digital,Analog,"Analog, Digital",5.0,Not Applicable,USB & Aux-in,Yes,2 years without mileage limit,Not Applicable,Yes,"Internal, With Remote",265.0,Yes,2 Years Unlimited Kilometres,"Internal, With Remote",Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Touch Sensitive,Yes,Not Applicable,Not Applicable,Not known,Not Applicable
44,Maruti Suzuki,Celerio Tour,H2,422444.0,998.0,830.0,3.0,BS IV,35.0,Petrol,Hatchback,5.0,23.1,5,165.0,68PS@6000rpm,90Nm@3500rpm,Manual,Digital,Analog,Not on offer,5.0,Not Applicable,Not on offer,Not Applicable,2 years /40000 Kms ,Not Applicable,Not Applicable,Manual,235.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
45,Maruti Suzuki,Celerio Tour,H2 Cng,480670.0,998.0,915.0,3.0,BS IV,60.0,CNG,Hatchback,5.0,23.1,5,165.0,59bhp@6000rpm,78Nm@3500rpm,Manual,Digital,Analog,Not on offer,5.0,Not Applicable,Not on offer,Not Applicable,2 years /40000 Kms ,Not Applicable,Not Applicable,Manual,235.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Digital,Manual,Not Applicable,"Driver frontal airbag, Front passenger frontal airbag",2.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not known,Not Applicable
46,Hyundai,Santro,Era Mt,429990.0,1086.0,915.0,4.0,BS IV,35.0,Petrol,Hatchback,4.0,20.3,5,165.0,69PS@5500rpm,99.04nm@4500RPM,Manual,Analog,Analog,Analog,5.0,Not Applicable,Not on offer,Not Applicable,2 years /40000 Kms ,Not Applicable,Yes,"Internal, With Remote",235.0,Yes,"3rd/4th year/up to 80,000 Kms ","Internal, With Remote",Digital,Manual,Not Applicable,Driver frontal airbag,1.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Not known,Not Applicable
47,Hyundai,Santro,Magna Mt,503990.0,1086.0,915.0,4.0,BS IV,35.0,Petrol,Hatchback,4.0,20.3,5,165.0,69PS@5500rpm,99.04nm@4500RPM,Manual,Analog,Analog,Analog,5.0,Not Applicable,Not on offer,Not Applicable,2 years /40000 Kms ,Not Applicable,1,"Internal, With Remote, Manual",235.0,Yes,"3rd/4th year/up to 80,000 Kms ","Internal, With Remote",Digital,Manual,Not Applicable,Driver frontal airbag,1.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Not known,Not Applicable
48,Hyundai,Santro,Magna Mt Cng,547990.0,1086.0,915.0,4.0,BS IV,35.0,CNG,Hatchback,4.0,20.3,5,165.0,59PS@5500RPM,99.04nm@4500RPM,Manual,Digital,Digital,Analog,5.0,Not Applicable,Not on offer,Not Applicable,2 years /40000 Kms ,Not Applicable,1,"Internal, With Remote, Manual",235.0,Yes,"3rd/4th year/up to 80,000 Kms ","Internal, With Remote",Digital,Manual,Not Applicable,Driver frontal airbag,1.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Not known,Not Applicable
49,Hyundai,Santro,Magna Amt,530990.0,1086.0,915.0,4.0,BS IV,35.0,Petrol,Hatchback,4.0,20.3,5,165.0,69PS@5500rpm,10.1kgm@4500RPM,AMT,Analog,Analog,Analog,5.0,Not Applicable,CD Player with USB & Aux-in,Yes,2 years /40000 Kms ,Yes,Yes,Internal,235.0,Yes,"3rd/4th year/up to 80,000 Kms ",Internal,Digital,Manual,Not Applicable,Driver frontal airbag,1.0,Not Applicable,Yes,Not Applicable,Not Applicable,Yes,Not known,Not Applicable
